height,bip158_bytes
848208,14547
848209,12388
848210,28447
848211,17721
848212,17213
848213,15738
848214,19405
848215,18542
848216,13989
848217,17839
848218,16609
848219,22631
848220,31492
848221,11677
848222,26214
848223,15251
848224,22930
848225,18856
848226,3498
848227,14127
848228,11511
848229,32518
848230,11370
848231,9037
848232,8362
848233,33258
848234,21187
848235,11205
848236,22673
848237,11204
848238,9326
848239,10185
848240,4878
848241,17612
848242,16868
848243,10287
848244,15296
848245,16684
848246,19302
848247,19397
848248,18208
848249,20748
848250,22664
848251,20707
848252,16091
848253,16020
848254,27382
848255,26071
848256,14043
848257,14439
848258,22722
848259,19475
848260,14820
848261,18071
848262,16488
848263,15840
848264,14449
848265,14334
848266,36997
848267,24918
848268,23243
848269,21793
848270,27981
848271,17244
848272,17544
848273,14459
848274,13659
848275,13908
848276,31967
848277,10870
848278,17323
848279,17691
848280,25597
848281,15280
848282,18305
848283,15868
848284,24779
848285,5341
848286,14923
848287,24735
848288,25475
848289,19954
848290,16084
848291,16619
848292,20915
848293,16229
848294,26082
848295,17528
848296,16850
848297,17653
848298,18699
848299,22289
848300,19730
848301,10093
848302,15070
848303,16755
848304,20195
848305,24578
848306,22492
848307,18914
848308,26707
848309,22742
848310,25016
848311,19554
848312,19029
848313,18220
848314,14189
848315,10496
848316,8201
848317,5563
848318,4291
848319,9145
848320,3834
848321,7370
848322,15495
848323,21916
848324,25359
848325,17130
848326,20956
848327,13761
848328,26250
848329,23708
848330,24851
848331,24359
848332,24028
848333,24860
848334,15599
848335,26629
848336,15382
848337,19044
848338,12373
848339,16349
848340,10978
848341,11344
848342,19469
848343,33506
848344,24319
848345,22993
848346,4698
848347,15958
848348,33218
848349,28563
848350,15172
848351,10290
848352,22618
848353,12310
848354,28254
848355,26630
848356,26515
848357,16813
848358,23324
848359,31687
848360,28397
848361,29695
848362,34563
848363,24066
848364,27940
848365,31047
848366,30290
848367,25496
848368,33154
848369,23937
848370,23577
848371,26695
848372,26854
848373,31178
848374,26713
848375,34832
848376,25225
848377,20627
848378,20256
848379,27846
848380,19541
848381,24578
848382,33737
848383,31331
848384,19180
848385,19592
848386,18533
848387,28347
848388,35649
848389,18822
848390,14007
848391,17427
848392,14054
848393,5715
848394,6918
848395,19910
848396,10597
848397,13191
848398,4024
848399,11003
848400,8225
848401,15403
848402,26733
848403,21124
848404,21486
848405,25415
848406,26959
848407,25526
848408,21496
848409,19458
848410,20941
848411,25365
848412,19605
848413,24844
848414,17292
848415,22383
848416,24730
848417,17422
848418,20640
848419,15372
848420,9902
848421,25540
848422,11020
848423,17784
848424,13340
848425,15632
848426,11622
848427,13021
848428,20868
848429,19645
848430,13420
848431,8108
848432,11942
848433,25793
848434,13628
848435,10775
848436,14843
848437,10672
848438,19841
848439,22753
848440,9186
848441,13125
848442,10242
848443,16029
848444,13404
848445,17663
848446,13061
848447,8623
848448,6410
848449,8680
848450,5077
848451,5978
848452,12088
848453,18997
848454,24694
848455,27612
848456,25172
848457,22891
848458,23443
848459,23437
848460,22134
848461,9742
848462,21210
848463,22679
848464,23341
848465,24374
848466,18722
848467,17376
848468,10526
848469,20216
848470,13452
848471,21012
848472,22230
848473,34465
848474,25529
848475,24062
848476,21627
848477,26392
848478,22498
848479,21034
848480,41
848481,31047
848482,11902
848483,15962
848484,10708
848485,28596
848486,31207
848487,16284
848488,7736
848489,11542
848490,14394
848491,14721
848492,20128
848493,14583
848494,17087
848495,14263
848496,10839
848497,18352
848498,16716
848499,18651
848500,15600
848501,14591
848502,9768
848503,12939
848504,13874
848505,11484
848506,11541
848507,10251
848508,7161
848509,13914
848510,7484
848511,11760
848512,19424
848513,35203
848514,32346
848515,25162
848516,33858
848517,21878
848518,37264
848519,42926
848520,32919
848521,20098
848522,22773
848523,41358
848524,34464
848525,21805
848526,14511
848527,21490
848528,25897
848529,22102
848530,20380
848531,23061
848532,16477
848533,11415
848534,27871
848535,25651
848536,29384
848537,28968
848538,32241
848539,23233
848540,20522
848541,21390
848542,14326
848543,6443
848544,13396
848545,22709
848546,24496
848547,24515
848548,17985
848549,23341
848550,18630
848551,13946
848552,28688
848553,29207
848554,31570
848555,42707
848556,23116
848557,17464
848558,7759
848559,19650
848560,9199
848561,7063
848562,18234
848563,6933
848564,14503
848565,19275
848566,15919
848567,15568
848568,22395
848569,14628
848570,9284
848571,14820
848572,36501
848573,22065
848574,28733
848575,16563
848576,18332
848577,11414
848578,10499
848579,7791
848580,13558
848581,11672
848582,8171
848583,16007
848584,6740
848585,9151
848586,6304
848587,12035
848588,8345
848589,5141
848590,13249
848591,9727
848592,14862
848593,16094
848594,17675
848595,5412
848596,15039
848597,7652
848598,13940
848599,11316
848600,10681
848601,15952
848602,11609
848603,8284
848604,9739
848605,21722
848606,19436
848607,23092
848608,20176
848609,21482
848610,19544
848611,10390
848612,32305
848613,16476
848614,10466
848615,6153
848616,16195
848617,6767
848618,9015
848619,17092
848620,9818
848621,10357
848622,9050
848623,10372
848624,9013
848625,11686
848626,15388
848627,17825
848628,16909
848629,28937
848630,22870
848631,14454
848632,14572
848633,31989
848634,25915
848635,32206
848636,20022
848637,24944
848638,17237
848639,26239
848640,30480
848641,30588
848642,21880
848643,15844
848644,16663
848645,31896
848646,21341
848647,20229
848648,24825
848649,20531
848650,20081
848651,18092
848652,11974
848653,19341
848654,14511
848655,16754
848656,9325
848657,10798
848658,11526
848659,25806
848660,14990
848661,20883
848662,27074
848663,34963
848664,24208
848665,33427
848666,31225
848667,28356
848668,30293
848669,18154
848670,40683
848671,20576
848672,13878
848673,25642
848674,14059
848675,17426
848676,16798
848677,33828
848678,20384
848679,12639
848680,14192
848681,13596
848682,16287
848683,28749
848684,15434
848685,11569
848686,25609
848687,24612
848688,48
848689,33281
848690,26140
848691,12471
848692,10475
848693,12413
848694,9331
848695,7333
848696,30537
848697,17320
848698,13093
848699,9223
848700,15339
848701,16803
848702,5673
848703,24409
848704,8255
848705,9275
848706,12584
848707,14586
848708,7254
848709,10925
848710,15844
848711,32905
848712,34220
848713,19107
848714,13478
848715,26276
848716,15883
848717,16372
848718,17367
848719,15241
848720,12103
848721,12826
848722,7764
848723,12436
848724,13449
848725,14360
848726,15338
848727,14028
848728,21927
848729,18230
848730,17977
848731,22476
848732,21204
848733,14471
848734,19902
848735,12059
848736,15593
848737,10912
848738,11740
848739,15976
848740,28405
848741,28240
848742,16890
848743,19815
848744,16086
848745,23408
848746,31433
848747,13287
848748,27570
848749,11006
848750,12164
848751,11505
848752,19821
848753,11564
848754,11613
848755,13661
848756,18397
848757,20720
848758,15586
848759,14322
848760,30107
848761,26147
848762,14227
848763,11696
848764,18856
848765,17450
848766,16133
848767,18583
848768,35144
848769,18717
848770,17185
848771,20830
848772,20416
848773,21951
848774,21520
848775,23536
848776,26319
848777,42782
848778,28896
848779,34586
848780,37840
848781,34982
848782,44797
848783,29974
848784,36536
848785,36876
848786,38455
848787,21637
848788,30083
848789,25343
848790,22015
848791,21294
848792,25922
848793,30251
848794,13837
848795,22967
848796,18708
848797,14936
848798,19439
848799,12935
848800,12704
848801,25200
848802,21806
848803,28932
848804,41
848805,26127
848806,26457
848807,19086
848808,13716
848809,22583
848810,27328
848811,19489
848812,27359
848813,21554
848814,20386
848815,25098
848816,17238
848817,24017
848818,19387
848819,27781
848820,12027
848821,17459
848822,12404
848823,16194
848824,5683
848825,16547
848826,14408
848827,8299
848828,22173
848829,13725
848830,18278
848831,18438
848832,25500
848833,19799
848834,27044
848835,11687
848836,7752
848837,14586
848838,24771
848839,6338
848840,9807
848841,4014
848842,9885
848843,15895
848844,22067
848845,28623
848846,11205
848847,11383
848848,16397
848849,10313
848850,8153
848851,25098
848852,19472
848853,32373
848854,35451
848855,22782
848856,20424
848857,9546
848858,4848
848859,6357
848860,25557
848861,22450
848862,23103
848863,7726
848864,9416
848865,7690
848866,20736
848867,10643
848868,14108
848869,19776
848870,12246
848871,11682
848872,34048
848873,20764
848874,26873
848875,21984
848876,20451
848877,25551
848878,26391
848879,17680
848880,10493
848881,31982
848882,17203
848883,16680
848884,19375
848885,11465
848886,6189
848887,13745
848888,14805
848889,16539
848890,18464
848891,15900
848892,8902
848893,12909
848894,13589
848895,16288
848896,16908
848897,16232
848898,20158
848899,14214
848900,11367
848901,13740
848902,11614
848903,6701
848904,22123
848905,11957
848906,21812
848907,16564
848908,27681
848909,15619
848910,18452
848911,8846
848912,29134
848913,14990
848914,39083
848915,29555
848916,26436
848917,23325
848918,25494
848919,36399
848920,26165
848921,25528
848922,25519
848923,21545
848924,15468
848925,7453
848926,8318
848927,16608
848928,41002
848929,27042
848930,36462
848931,26438
848932,31741
848933,27642
848934,47548
848935,38462
848936,30105
848937,26478
848938,20171
848939,32985
848940,30181
848941,27514
848942,30396
848943,39935
848944,32908
848945,34563
848946,48916
848947,35466
848948,27922
848949,42748
848950,29016
848951,27516
848952,28752
848953,16977
848954,18230
848955,19916
848956,21680
848957,26867
848958,32682
848959,30447
848960,17771
848961,22220
848962,18807
848963,18868
848964,14169
848965,15835
848966,17348
848967,17737
848968,9898
848969,26591
848970,5359
848971,22712
848972,17233
848973,3371
848974,11365
848975,21696
848976,17870
848977,24412
848978,6792
848979,25652
848980,12520
848981,35863
848982,22645
848983,27189
848984,23839
848985,10170
848986,17826
848987,33772
848988,24061
848989,12557
848990,10305
848991,10283
848992,13462
848993,4705
848994,8002
848995,25831
848996,5722
848997,36096
848998,21769
848999,19314
849000,16956
849001,15675
849002,27398
849003,24918
849004,12348
849005,25089
849006,28371
849007,10472
849008,18368
849009,20075
849010,15053
849011,10602
849012,9779
849013,17401
849014,10863
849015,3258
849016,25891
849017,7975
849018,23460
849019,8267
849020,10355
849021,14697
849022,9770
849023,3446
849024,4950
849025,3441
849026,13587
849027,21970
849028,21620
849029,23224
849030,23693
849031,12978
849032,21512
849033,13504
849034,18128
849035,17528
849036,24601
849037,25244
849038,26650
849039,21225
849040,10410
849041,15112
849042,3281
849043,31738
849044,8974
849045,14356
849046,23363
849047,16252
849048,11717
849049,16056
849050,10878
849051,12485
849052,8436
849053,12105
849054,16277
849055,9865
849056,12663
849057,14559
849058,22944
849059,29797
849060,6136
849061,15017
849062,15887
849063,21251
849064,19483
849065,14163
849066,13348
849067,22356
849068,13238
849069,13964
849070,19634
849071,10920
849072,11281
849073,11302
849074,18055
849075,27329
849076,23530
849077,13528
849078,12515
849079,12370
849080,18520
849081,20116
849082,13375
849083,27987
849084,31467
849085,35254
849086,17405
849087,11080
849088,17936
849089,19717
849090,13916
849091,26271
849092,9248
849093,5223
849094,998
849095,12670
849096,4053
849097,9057
849098,33761
849099,20648
849100,1092
849101,4981
849102,34960
849103,16677
849104,7603
849105,26127
849106,9772
849107,43970
849108,26419
849109,31701
849110,30080
849111,24128
849112,10319
849113,37852
849114,31383
849115,23269
849116,12818
849117,1345
849118,18895
849119,2229
849120,19068
849121,8337
849122,18171
849123,16601
849124,16728
849125,9839
849126,14469
849127,13036
849128,37365
849129,13187
849130,9342
849131,29570
